rank,name,url,gold_value,grand_total,value_ratio,error,gross_weight,metal_weight,stone_weight,length,width,thickness,rate,making_charges,gst,discount,subtotal,product_total
5277,Glamorously Detailed And Diamond Studded Platinum Ring,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-platinum-ring-pwg-pgdr-pttr-d-l-pt-25753867,47550.2,51685.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5278,Glamorously Detailed And Diamond Studded Platinum Ring For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-platinum-ring-for-women-pwg-pgdr-pttr-d-l-pt-25753406,38399.88,41739.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5279,Matte Finished And Detailed Platinum Ring For Women,https://www.bhimagold.com/products/matte-finished-and-detailed-platinum-ring-for-women-ptm-ptrg-ptlr-p-l-pt-25909386,54395.0,59125.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5280,Finely Detailed And Crafted Platinum Ring For Men,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-ring-for-men-ptm-ptrg-pgr-p-g-na-25908901,74526.44,81007.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5281,Divinely Detailed And Diamond Studded Platinum Lakshmi Devi Locket,https://www.bhimagold.com/products/divinely-detailed-and-diamond-studded-platinum-lakshmi-devi-locket-ptm-ptlc-rg-d-l-na-25753744,61099.04,66412.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5282,Matte Finished And Detailed Platinum Ring For Women,https://www.bhimagold.com/products/matte-finished-and-detailed-platinum-ring-for-women-ptm-ptrg-ptlr-p-l-pt-25908692,21656.8,23540.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5283,Glamorously Detailed And Diamond Studded Platinum Ring For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-platinum-ring-for-women-pwg-pgdr-pttr-d-l-na-25754524,51602.8,56090.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5284,Finely Detailed And Crafted Platinum Ring For Men,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-ring-for-men-ptm-ptrg-pgr-p-g-na-25909808,67103.88,72939.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5285,Charmingly Detailed And Diamond Studded Platinum Studs,https://www.bhimagold.com/products/charmingly-detailed-and-diamond-studded-platinum-studs-pwg-pgst-ptt-d-l-pt-25753439,47735.12,51886.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5286,Finely Detailed And Crafted Platinum Ring For Women,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-ring-for-women-ptm-ptrg-ptlr-p-l-pt-25910083,25113.24,27297.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5287,Glamorously Detailed And Diamond Studded Platinum Studs,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-platinum-studs-pwg-pgst-ptt-d-l-pt-25753344,40349.36,43858.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5288,Intricately Detailed And Diamond Studded Platinum Studs For Women,https://www.bhimagold.com/products/intricately-detailed-and-diamond-studded-platinum-studs-for-women-pwg-pgst-ptt-d-l-na-25753307,35206.56,38268.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5289,Matte Finished And Detailed Platinum Ring For Women,https://www.bhimagold.com/products/matte-finished-and-detailed-platinum-ring-for-women-ptm-ptrg-ptlr-p-l-pt-25909490,37924.24,41222.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5290,One Of Its Kind Diamond Studded Platinum Ring For Women,https://www.bhimagold.com/products/one-of-its-kind-diamond-studded-platinum-ring-for-women-pwg-pgdr-pttr-d-l-pt-25754548,32595.6,35430.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5291,Finely Detailed And Crafted Platinum Ring For Men,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-ring-for-men-ptm-ptrg-pgr-p-g-na-25909902,55920.36,60783.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5292,Finely Detailed And Crafted Platinum Ring For Women,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-ring-for-women-ptm-ptrg-ptlr-p-l-na-25908956,39042.04,42437.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5293,Charmingly Detailed And Diamond Studded Platinum Ring For Women,https://www.bhimagold.com/products/charmingly-detailed-and-diamond-studded-platinum-ring-for-women-pwg-pgdr-pttr-d-l-na-25743717,30053.64,32667.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5294,Glamorously Detailed And Diamond Studded Platinum Ring For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-platinum-ring-for-women-pwg-pgdr-pttr-d-l-pt-25754109,33477.88,36389.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5295,Finely Detailed And Crafted Platinum Ring For Men,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-ring-for-men-ptm-ptrg-pgr-p-g-na-25901782,65579.44,71282.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5296,Finely Detailed And Crafted Platinum Ring For Women,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-ring-for-women-ptm-ptrg-ptlr-p-l-pt-25910050,41787.32,45421.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5297,Glamorously Detailed And Diamond Studded Platinum Necklace,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-platinum-necklace-pwg-pgnc-ptt-d-l-na-25753786,103738.28,112759.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5298,Charmingly Detailed And Diamond Studded Platinum Ring For Women,https://www.bhimagold.com/products/charmingly-detailed-and-diamond-studded-platinum-ring-for-women-pwg-pgdr-ptt-d-l-pt-25754032,51270.68,55729.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5299,Matte Finished And Detailed Platinum Ring For Women,https://www.bhimagold.com/products/matte-finished-and-detailed-platinum-ring-for-women-ptm-ptrg-ptlr-p-l-na-25909225,39957.44,43432.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5300,Finely Detailed And Diamond Studded Platinum Ring,https://www.bhimagold.com/products/finely-detailed-and-diamond-studded-platinum-ring-ptm-ptdr-rg-d-l-pt-25753758,64164.48,69744.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5301,Finely Detailed And Crafted Platinum Ring For Women,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-ring-for-women-ptm-ptrg-ptlr-p-l-pt-25909991,17589.48,19119.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5302,Charmingly Detailed And Diamond Studded Platinum Ring For Women,https://www.bhimagold.com/products/charmingly-detailed-and-diamond-studded-platinum-ring-for-women-ptm-ptdr-rg-d-l-na-25754089,33431.88,36339.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5303,Matte Finished And Detailed Platinum Ring For Women,https://www.bhimagold.com/products/matte-finished-and-detailed-platinum-ring-for-women-ptm-ptrg-ptlr-p-l-na-25909905,18402.76,20003.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5304,Matte Finished And Diamond Studded Platinum Ring,https://www.bhimagold.com/products/matte-finished-and-diamond-studded-platinum-ring-ptm-ptdr-rg-d-l-pt-25753484,43280.48,47044.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5305,Charmingly Detailed And Diamond Studded Platinum Ring,https://www.bhimagold.com/products/charmingly-detailed-and-diamond-studded-platinum-ring-pwg-pgdr-pttr-d-l-pt-25754122,41330.08,44924.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5306,Matte Finished And Detailed Platinum Ring For Women,https://www.bhimagold.com/products/matte-finished-and-detailed-platinum-ring-for-women-ptm-ptrg-ptlr-p-l-na-25909894,24706.6,26855.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5307,Finely Detailed And Crafted Platinum Bracelet For Men,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-bracelet-for-men-ptm-ptbr-rg-p-g-pt-25909634,358804.6,390005.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5308,Finely Detailed And Diamond Studded Platinum Necklace,https://www.bhimagold.com/products/finely-detailed-and-diamond-studded-platinum-necklace-pwg-pgnc-ptt-d-l-na-25754598,52162.16,56698.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5309,Charmingly Detailed And Diamond Studded Platinum Studs,https://www.bhimagold.com/products/charmingly-detailed-and-diamond-studded-platinum-studs-pwg-pgst-ptt-d-l-na-25754725,32234.96,35038.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5310,Finely Detailed And Crafted Platinum Ring For Women,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-ring-for-women-ptm-ptrg-ptlr-p-l-na-25909179,46770.04,50837.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5311,Finely Detailed And Diamond Studded Platinum Ring For Women,https://www.bhimagold.com/products/finely-detailed-and-diamond-studded-platinum-ring-for-women-pwg-pgdr-pttr-d-l-pt-25748310,28911.92,31426.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5312,Finely Detailed And Crafted Platinum Ring For Women,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-ring-for-women-ptm-ptrg-ptlr-p-l-na-25908947,46261.28,50284.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5313,Finely Detailed And Crafted Platinum Ring For Women,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-ring-for-women-ptm-ptrg-ptlr-p-l-na-25907565,25012.04,27187.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5314,One Of Its Kind Diamond Studded Platinum Studs For Women,https://www.bhimagold.com/products/one-of-its-kind-diamond-studded-platinum-studs-for-women-pwg-pgst-ptt-d-l-pt-25753118,33408.88,36314.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5315,Finely Detailed And Crafted Platinum Chain,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-chain-ptm-ptpl-rg-p-g-pt-25906906,399880.76,434653.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5316,Glamorously Detailed And Diamond Studded Platinum Studs,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-platinum-studs-pwg-pgst-ptt-d-l-pt-25753230,42674.2,46385.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5317,One Of Its Kind Diamond Studded Platinum Ring For Women,https://www.bhimagold.com/products/one-of-its-kind-diamond-studded-platinum-ring-for-women-pwg-pgdr-pttr-d-l-na-25754467,35940.72,39066.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5318,Finely Detailed And Crafted Platinum Chain,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-chain-ptm-ptpl-rg-p-u-pt-25906897,68222.6,74155.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5319,Matte Finished And Detailed Platinum Studs For Women,https://www.bhimagold.com/products/matte-finished-and-detailed-platinum-studs-for-women-ptm-ptst-rg-p-l-na-25909232,31620.4,34370.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5320,Matte Finished And Detailed Platinum Ring For Women,https://www.bhimagold.com/products/matte-finished-and-detailed-platinum-ring-for-women-ptm-ptrg-ptlr-p-l-pt-25908890,40872.84,44427.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5321,Glamorously Detailed And Diamond Studded Platinum Studs,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-platinum-studs-pwg-pgst-ptt-d-l-pt-25753901,36990.44,40207.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5322,Intricate Diamond Studded Platinum Ring,https://www.bhimagold.com/products/intricate-diamond-studded-platinum-ring-pwg-pgdr-pttr-d-l-na-25754630,38843.32,42221.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5323,Finely Detailed And Crafted Platinum Ring For Men,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-ring-for-men-ptm-ptrg-pgr-p-g-na-25908969,65986.08,71724.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5324,Finely Detailed And Crafted Platinum Ring For Women,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-ring-for-women-ptm-ptrg-ptlr-p-l-na-25908855,34263.56,37243.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5325,Intricately Detailed And Diamond Studded Platinum Necklace For Women,https://www.bhimagold.com/products/intricately-detailed-and-diamond-studded-platinum-necklace-for-women-pwg-pgnc-ptt-d-l-na-25754593,47836.32,51996.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5326,Finely Detailed And Crafted Platinum Ring For Women,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-ring-for-women-ptm-ptrg-ptlr-p-l-na-25908667,39652.92,43101.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5327,Intricately Detailed And Diamond Studded Platinum Ring For Women,https://www.bhimagold.com/products/intricately-detailed-and-diamond-studded-platinum-ring-for-women-pwg-pgdr-pttr-d-l-na-25754505,38709.0,42075.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5328,Intricately Detailed And Diamond Studded Platinum Ring For Women,https://www.bhimagold.com/products/intricately-detailed-and-diamond-studded-platinum-ring-for-women-pwg-pgdr-pttr-d-l-pt-25754660,36042.84,39177.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5329,Finely Detailed And Crafted Platinum Ring For Women,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-ring-for-women-ptm-ptrg-ptlr-p-l-pt-25909436,42296.08,45974.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5330,Intricately Detailed And Diamond Studded Platinum Ring For Women,https://www.bhimagold.com/products/intricately-detailed-and-diamond-studded-platinum-ring-for-women-pwg-pgdr-pttr-d-l-pt-25754769,44864.72,48766.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5331,Finely Detailed And Crafted Platinum Ring For Women,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-ring-for-women-ptm-ptrg-ptlr-p-l-na-25909342,26028.64,28292.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5332,Exceptionally Detailed And Diamond Studded Platinum Ring For Women,https://www.bhimagold.com/products/exceptionally-detailed-and-diamond-studded-platinum-ring-for-women-pwg-pgdr-pttr-d-l-na-25743801,34189.04,37162.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5333,Matte Finished And Detailed Platinum Ring For Men,https://www.bhimagold.com/products/matte-finished-and-detailed-platinum-ring-for-men-ptm-ptrg-pgr-p-g-pt-25908771,52463.0,57025.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5334,Glamorously Detailed And Diamond Studded Platinum Ring For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-platinum-ring-for-women-pwg-pgdr-pttr-d-l-na-25754414,41533.4,45145.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5335,Finely Detailed And Crafted Platinum Ring For Women,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-ring-for-women-ptm-ptrg-ptlr-p-l-na-25909362,31924.92,34701.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5336,Glamorously Detailed And Diamond Studded Platinum Ring,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-platinum-ring-pwg-pgdr-pttr-d-l-pt-25754513,39272.96,42688.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5337,Matte Finished And Detailed Platinum Ring For Women,https://www.bhimagold.com/products/matte-finished-and-detailed-platinum-ring-for-women-ptm-ptrg-ptlr-p-l-pt-25908790,25113.24,27297.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5338,Finely Detailed And Crafted Platinum Locket,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-locket-ptm-ptlc-rg-p-u-na-25900817,8439.16,9173.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5339,Glamorously Detailed And Diamond Studded Platinum Studs,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-platinum-studs-pwg-pgst-ptt-d-l-pt-25753632,33329.76,36228.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5340,Matte Finished And Detailed Platinum Studs For Women,https://www.bhimagold.com/products/matte-finished-and-detailed-platinum-studs-for-women-ptm-ptst-rg-p-l-na-25909242,33043.64,35917.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5341,Charmingly Detailed And Diamond Studded Platinum Ring,https://www.bhimagold.com/products/charmingly-detailed-and-diamond-studded-platinum-ring-pwg-pgdr-pttr-d-l-pt-25754706,34809.12,37836.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5342,Matte Finished And Detailed Platinum Studs For Women,https://www.bhimagold.com/products/matte-finished-and-detailed-platinum-studs-for-women-ptm-ptst-rg-p-l-pt-25909672,31721.6,34480.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5343,Glamorously Detailed And Diamond Studded Platinum Ring,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-platinum-ring-pwg-pgdr-pttr-d-l-pt-25754627,38413.68,41754.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5344,Matte Finished And Detailed Platinum Studs For Women,https://www.bhimagold.com/products/matte-finished-and-detailed-platinum-studs-for-women-ptm-ptst-rg-p-l-pt-25906690,25723.2,27960.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5345,Finely Detailed And Crafted Platinum Studs For Women,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-studs-for-women-ptm-ptst-rg-p-l-na-25909499,28265.16,30723.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5346,Charmingly Detailed And Diamond Studded Platinum Ring,https://www.bhimagold.com/products/charmingly-detailed-and-diamond-studded-platinum-ring-pwg-pgdr-pttr-d-l-pt-25753991,53697.64,58367.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5347,Glamorously Detailed And Diamond Studded Platinum Ring For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-platinum-ring-for-women-pwg-pgdr-pttr-d-l-pt-25754597,27419.68,29804.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5348,Finely Detailed And Crafted Platinum Studs For Women,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-studs-for-women-ptm-ptst-rg-p-l-pt-25909531,20131.44,21882.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5349,Charmingly Detailed And Diamond Studded Platinum Ring For Women,https://www.bhimagold.com/products/charmingly-detailed-and-diamond-studded-platinum-ring-for-women-pwg-pgdr-pttr-d-l-pt-25754475,45259.4,49195.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5350,Matte Finished And Detailed Platinum Locket,https://www.bhimagold.com/products/matte-finished-and-detailed-platinum-locket-ptm-ptlc-rg-p-l-na-25909065,10879.0,11825.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5351,Classic Finely Detailed And Diamond Studded Platinum Ring For Women,https://www.bhimagold.com/products/classic-finely-detailed-and-diamond-studded-platinum-ring-for-women-pwg-pgdr-pttr-d-l-pt-25754520,35802.72,38916.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5352,Finely Detailed And Crafted Platinum Locket ,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-locket-ptm-ptlc-rg-p-l-na-25900460,7930.4,8620.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5353,Glamorously Detailed And Diamond Studded Platinum Ring For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-platinum-ring-for-women-pwg-pgdr-pttr-d-l-na-25754748,28098.64,30542.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5354,Finely Detailed And Crafted Platinum Locket,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-locket-ptm-ptlc-rg-p-l-na-25909226,11184.44,12157.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5355,Glamorously Detailed And Diamond Studded Platinum Ring,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-platinum-ring-ptm-ptdr-ptlr-d-l-pt-25754075,52713.24,57297.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5356,Matte Finished And Detailed Platinum Locket,https://www.bhimagold.com/products/matte-finished-and-detailed-platinum-locket-ptm-ptlc-rg-p-u-na-25900789,9252.44,10057.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5357,Charmingly Detailed And Diamond Studded Platinum Ring,https://www.bhimagold.com/products/charmingly-detailed-and-diamond-studded-platinum-ring-pwg-pgdr-pttr-d-l-pt-25754622,66570.28,72359.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5358,Finely Detailed And Crafted Platinum Studs For Women,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-studs-for-women-ptm-ptst-rg-p-l-na-25909253,34060.24,37022.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5359,Exceptionally Detailed And Diamond Studded Platinum Ring For Women,https://www.bhimagold.com/products/exceptionally-detailed-and-diamond-studded-platinum-ring-for-women-pwg-pgdr-pttr-d-l-pt-25754698,43011.84,46752.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5360,Finely Detailed And Crafted Platinum Studs For Women,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-studs-for-women-ptm-ptst-rg-p-l-na-25909626,25519.88,27739.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5361,Glamorously Detailed And Diamond Studded Platinum Ring,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-platinum-ring-pwg-pgdr-pttr-d-l-pt-25753251,42850.84,46577.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5362,Classic Finely Detailed And Diamond Studded Platinum StudsFor Women,https://www.bhimagold.com/products/classic-finely-detailed-and-diamond-studded-platinum-studsfor-women-pwg-pgst-ptt-d-l-pt-25754600,40719.2,44260.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5363,Finely Detailed And Crafted Platinum Locket,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-locket-ptm-ptlc-rg-p-l-pt-25909468,9252.44,10057.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5364,Glamorously Detailed And Diamond Studded Platinum Ring,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-platinum-ring-pwg-pgdr-pttr-d-l-na-25754180,30843.92,33526.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5365,Finely Detailed And Crafted Platinum Locket,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-locket-ptm-ptlc-rg-p-l-na-25909211,6710.48,7294.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5366,Glamorously Detailed And Diamond Studded Platinum Studs,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-platinum-studs-pwg-pgst-ptt-d-l-pt-25754757,40798.32,44346.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5367,Matte Finished And Detailed Platinum Locket,https://www.bhimagold.com/products/matte-finished-and-detailed-platinum-locket-ptm-ptlc-rg-p-l-na-25909188,10777.8,11715.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5368,Matte Finished And Detailed Platinum Studs For Women,https://www.bhimagold.com/products/matte-finished-and-detailed-platinum-studs-for-women-ptm-ptst-rg-p-l-pt-25909198,26638.6,28955.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5369,Glamorously Detailed And Diamond Studded Platinum Studs,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-platinum-studs-pwg-pgst-ptt-d-l-pt-25753219,34291.16,37273.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5370,Finely Detailed And Crafted Platinum Locket,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-locket-ptm-ptlc-rg-p-l-na-25909618,6608.36,7183.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5371,Finely Detailed And Diamond Studded Platinum Ring For Women,https://www.bhimagold.com/products/finely-detailed-and-diamond-studded-platinum-ring-for-women-ptm-ptdr-ptlr-d-l-na-23259261,54893.64,59667.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5372,Matte Finished And Diamond Studded Platinum Studs,https://www.bhimagold.com/products/matte-finished-and-diamond-studded-platinum-studs-ptm-ptst-rg-d-l-na-23260079,41926.24,45572.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5373,Finely Detailed And Crafted Platinum Locket,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-locket-ptm-ptlc-rg-p-l-na-25909503,9049.12,9836.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5374,Intricately Detailed And Diamond Studded Platinum Ring For Women,https://www.bhimagold.com/products/intricately-detailed-and-diamond-studded-platinum-ring-for-women-ptm-ptdr-ptlr-d-l-na-23286685,55222.08,60024.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5375,Finely Detailed And Crafted Platinum Locket,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-locket-ptm-ptlc-rg-p-l-pt-25909818,7829.2,8510.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5376,Glamorously Detailed And Diamond Studded Platinum Bracelet,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-platinum-bracelet-ptm-ptbr-rg-d-l-na-25753862,182703.72,198591.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5377,Finely Detailed And Crafted Platinum Balaji Locket,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-balaji-locket-ptm-ptlc-rg-p-g-na-25900737,34873.52,37906.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5378,Finely Detailed And Diamond Studded Platinum Ring For Women,https://www.bhimagold.com/products/finely-detailed-and-diamond-studded-platinum-ring-for-women-pwg-pgdr-pttr-d-l-na-25743708,37766.92,41051.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5379,Finely Detailed And Crafted Platinum Chain,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-chain-ptm-ptpl-rg-p-u-na-25909330,38025.44,41332.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
5380,Finely Detailed And Crafted Platinum Chain,https://www.bhimagold.com/products/finely-detailed-and-crafted-platinum-chain-ptm-ptpl-rg-p-u-na-25910181,38330.88,41664.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
