rank,name,url,gold_value,grand_total,value_ratio,error,gross_weight,metal_weight,stone_weight,length,width,thickness,rate,making_charges,gst,discount,subtotal,product_total
2727,Traditionally Crafted And Diamond Studded 22KT Gold Tanmaniya For Women,https://www.bhimagold.com/products/traditionally-crafted-and-diamond-studded-22kt-gold-tanmaniya-for-women-ngd-chtm-na-s-81417,251976.96,273888.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2728,Glamorously Detailed And Diamond Studded 18KT Rose Gold Locket For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-locket-for-women-ngd-chld18k-s-83416,132461.6,143980.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2729,Classic Finely Detailed And Crafted 22KT Gold Casual Wear Chain,https://www.bhimagold.com/products/classic-finely-detailed-and-crafted-22kt-gold-casual-wear-chain-ngo-chpl-p-80910,313915.96,341213.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2730,Classic Finely Detailed And Crafted 22KT Gold Chain For Men,https://www.bhimagold.com/products/classic-finely-detailed-and-crafted-22kt-gold-chain-for-men-ngo-chpl-p-p-82767,349016.72,379366.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2731,Antique Finished And Studded 22KT Gold Bangles For Women,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-bangles-for-women-ngo-bgbb-ox-s-77536,296570.28,322359.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2732,Studded And Detailed 22KT Gold Necklace For Women,https://www.bhimagold.com/products/studded-and-detailed-22kt-gold-necklace-for-women-ngo-chnc-p-s-83800,370771.04,403012.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2733,Glamorously Detailed And Diamond Studded 18KT Rose Gold Locket For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-locket-for-women-ngd-chld18k-na-s-77927,66958.52,72781.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2734,Classic Finely Detailed And Crafted 22KT Gold Ring For Men,https://www.bhimagold.com/products/classic-finely-detailed-and-crafted-22kt-gold-ring-for-men-ngo-rgrg-p-p-77399,47079.16,51173.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2735,Classic Finely Detailed And Crafted 22KT Gold Ring For Men,https://www.bhimagold.com/products/classic-finely-detailed-and-crafted-22kt-gold-ring-for-men-ngo-rgrg-p-p-79166,54802.56,59568.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2736,Glamorously Detailed And Diamond Studded 18KT Rose Gold Ring For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-ring-for-women-ngd-rgdr18k-s-80366,59226.84,64377.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2737,Classic Finely Detailed  22KT Gold Chain,https://www.bhimagold.com/products/classic-finely-detailed-22kt-gold-chain-ngo-chpl-p-p-83150,453299.64,492717.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2738,Finely Detailed And Crafted Silver Ganesha Idol,https://www.bhimagold.com/products/finely-detailed-and-crafted-silver-ganesha-idol-sl-slvi-p-84496,38936.24,42322.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2739,Antique Finished And Studded 22KT Gold Necklace For Women,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-necklace-for-women-ngo-chnc-ox-s-81344,420845.72,457441.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2740,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stdm18k-s-82509,71583.36,77808.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2741,Classic Finely Detailed And Crafted 22KT Gold Bangles For Women,https://www.bhimagold.com/products/classic-finely-detailed-and-crafted-22kt-gold-bangles-for-women-ngo-bgle-p-p-76869,175166.16,190398.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2742,Finely Detailed And Crafted Silver Lakshmi Narayana Idol,https://www.bhimagold.com/products/finely-detailed-and-crafted-silver-lakshmi-narayana-idol-sl-slvi-p-84450,11072.2,12035.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2743,Classic Finely Detailed And Crafted 22KT Gold Chain,https://www.bhimagold.com/products/classic-finely-detailed-and-crafted-22kt-gold-chain-ngo-chpl-p-p-83724,312915.0,340125.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2744,Classic Finely Detailed And Crafted 22KT Gold Bangles,https://www.bhimagold.com/products/classic-finely-detailed-and-crafted-22kt-gold-bangles-ngo-bgle-p-p-59432,178199.4,193695.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2745,Finely Detailed And Crafted Silver Lakshmi Devi Idol,https://www.bhimagold.com/products/finely-detailed-and-crafted-silver-lakshmi-devi-idol-sl-slvi-p-84118,29052.68,31579.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2746,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stdm18k-s-83602,72013.0,78275.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2747,Antique Finished And Studded 22KT Gold Haaram For Women,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-haaram-for-women-ngo-chfc-ox-s-81369,904242.24,982872.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2748,Finely Detailed And Crafted Silver Saraswathi Idol,https://www.bhimagold.com/products/finely-detailed-and-crafted-silver-saraswathi-idol-sl-slvi-p-84480,9260.72,10066.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2749,Classic Finely Detailed And Crafted 22KT Gold Drops For Women,https://www.bhimagold.com/products/classic-finely-detailed-and-crafted-22kt-gold-drops-for-women-ngo-stdr-p-p-83561,55890.92,60751.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2750,Glamorously Detailed And Diamond Studded 18KT Rose Gold Ring For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-ring-for-women-ngd-rgdr18k-s-80354,26537.4,28845.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2751,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stmn18k-na-s-77910,44778.24,48672.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2752,"Studded & Detailed 22KT Gold Pendant For Men
",https://www.bhimagold.com/products/studded-&-detailed-22kt-gold-pendant-for-men-ngo-chlc-ox-s-82368,52724.28,57309.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2753,Classic Finely Detailed  22KT Gold Chain,https://www.bhimagold.com/products/classic-finely-detailed-22kt-gold-chain-ngo-chpl-p-p-83127,587391.48,638469.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2754,Classic Finely Detailed And Crafted 22KT Gold Bangles For Women,https://www.bhimagold.com/products/classic-finely-detailed-and-crafted-22kt-gold-bangles-for-women-ngo-bgle-p-p-80907,129905.84,141202.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2755,Finely Detailed And Crafted Silver Lamp,https://www.bhimagold.com/products/finely-detailed-and-crafted-silver-lamp-sl-slla-p-84642,20516.92,22301.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2756,Specially Crafted And Detailed Silver Hanuman Idol,https://www.bhimagold.com/products/specially-crafted-and-detailed-silver-hanuman-idol-sl-slvi-p-84678,8105.2,8810.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2757,Finely Detailed And Crafted Silver Balaji Idol,https://www.bhimagold.com/products/finely-detailed-and-crafted-silver-balaji-idol-sl-slvi-p-84697,38261.88,41589.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2758,Classic Finely Detailed And Crafted 22KT Gold Bangles For Women,https://www.bhimagold.com/products/classic-finely-detailed-and-crafted-22kt-gold-bangles-for-women-ngo-bgbb-p-p-77462,130726.48,142094.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2759,Glamorously Detailed And Diamond Studded 18KT Rose Gold Ring For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-ring-for-women-ngd-rgdr18k-s-80420,54687.56,59443.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2760,Glamorously Detailed And Diamond Studded 18KT Rose Gold Tanmaniya For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-tanmaniya-for-women-ngd-chtm18k-s-81772,242317.88,263389.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2761,Studded And Detailed 22KT Gold Studs For Women,https://www.bhimagold.com/products/studded-and-detailed-22kt-gold-studs-for-women-ngo-stst-p-s-78823,39757.8,43215.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2762,Finely Detailed And Crafted Silver Hanuman Idol,https://www.bhimagold.com/products/finely-detailed-and-crafted-silver-hanuman-idol-sl-slvi-p-83966,20399.16,22173.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2763,Classic Finely Detailed And Crafted 22KT Gold Chain For Men,https://www.bhimagold.com/products/classic-finely-detailed-and-crafted-22kt-gold-chain-for-men-ngo-chpl-p-p-82731,295391.76,321078.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2764,Glamorously Detailed And Diamond Studded 18KT Rose Gold Ring For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-ring-for-women-ngd-rgdr18k-s-82540,45992.64,49992.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2765,Classic Finely Detailed And Crafted 22KT Gold Ring For Women,https://www.bhimagold.com/products/classic-finely-detailed-and-crafted-22kt-gold-ring-for-women-ngo-rgrg-p-s-83645,39078.84,42477.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2766,Classic Finely Detailed And Crafted 22KT Gold Chain,https://www.bhimagold.com/products/classic-finely-detailed-and-crafted-22kt-gold-chain-ngo-chmc-p-p-83845,157022.84,170677.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2767,Studded And Detailed 22KT Gold Studs For Women,https://www.bhimagold.com/products/studded-and-detailed-22kt-gold-studs-for-women-ngo-stst-p-s-83022,22825.2,24810.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2768,Finely Detailed And Crafted Silver Ganesha Idol,https://www.bhimagold.com/products/finely-detailed-and-crafted-silver-ganesha-idol-sl-slvi-p-84029,25128.88,27314.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2769,Finely Detailed And Crafted Silver Lamp,https://www.bhimagold.com/products/finely-detailed-and-crafted-silver-lamp-sl-slla-p-84217,10781.48,11719.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2770,Classic Finely Detailed And Crafted 22KT Gold Bangles For Women,https://www.bhimagold.com/products/classic-finely-detailed-and-crafted-22kt-gold-bangles-for-women-ngo-bgle-p-p-84531,104132.96,113188.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2771,Traditionally Crafted And Detailed 22KT Gold Punjabi Kada For Men,https://www.bhimagold.com/products/traditionally-crafted-and-detailed-22kt-gold-punjabi-kada-for-men-ngo-kada-r-p-78553,415507.88,451639.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2772,Classic Finely Detailed And Crafted 22KT Gold Ganesha Locket For Men,https://www.bhimagold.com/products/classic-finely-detailed-and-crafted-22kt-gold-ganesha-locket-for-men-ngo-chlc-p-p-84558,44673.36,48558.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2773,Classic Finely Detailed And Crafted 22KT Gold Chain For Men,https://www.bhimagold.com/products/classic-finely-detailed-and-crafted-22kt-gold-chain-for-men-ngo-chpl-p-p-80054,213845.72,232441.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2774,Finely Detailed And Crafted Silver Bowl,https://www.bhimagold.com/products/finely-detailed-and-crafted-silver-bowl-sl-slbl-p-84270,69900.68,75979.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2775,Traditionally Crafted And Diamond Studded 22KT Gold Studs For Women,https://www.bhimagold.com/products/traditionally-crafted-and-diamond-studded-22kt-gold-studs-for-women-ngd-stdm-s-77691,126635.24,137647.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2776,Enamel Worked And Detailed 22KT Gold Bangles For Women,https://www.bhimagold.com/products/enamel-worked-and-detailed-22kt-gold-bangles-for-women-ngo-bgbb-e-p-76838,279245.76,303528.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2777,Classic Finely Detailed And Crafted 22KT Gold Ring For Men,https://www.bhimagold.com/products/classic-finely-detailed-and-crafted-22kt-gold-ring-for-men-ngo-rgrg-p-p-77061,58651.84,63752.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2778,Classic Finely Detailed And Crafted 22KT Gold Ring For Men,https://www.bhimagold.com/products/classic-finely-detailed-and-crafted-22kt-gold-ring-for-men-ngo-rgrg-p-p-83223,55091.44,59882.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2779,"Traditionally Crafted And Diamond Studded 22KT Gold Matty For Women
",https://www.bhimagold.com/products/traditionally-crafted-and-diamond-studded-22kt-gold-matty-for-women-ngd-chld-s-77778,408754.16,444298.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2780,Finely Detailed And Crafted 22KT Gold Necklace For Women,https://www.bhimagold.com/products/finely-detailed-and-crafted-22kt-gold-necklace-for-women-ngo-chnc-p-s-76447,412850.92,448751.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2781,Antique Finished And Studded 22KT Gold Necklace For Women,https://www.bhimagold.com/products/antique-finished-and-studded-22kt-gold-necklace-for-women-ngo-chnc-ox-s-82742,209351.52,227556.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2782,Glamorously Detailed And Diamond Studded 18KT Rose Gold Necklace For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-necklace-for-women-ngd-chdn18k-s-84326,300238.32,326346.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2783,Finely Detailed And Crafted Silver Udupi Krishna Idol,https://www.bhimagold.com/products/finely-detailed-and-crafted-silver-udupi-krishna-idol-sl-slvi-p-84082,7507.2,8160.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2784,Charmingly Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/charmingly-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stmn18k-s-80526,77433.64,84167.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2785,Traditionally Crafted And Diamond Studded 22KT Gold Kada For Women,https://www.bhimagold.com/products/traditionally-crafted-and-diamond-studded-22kt-gold-kada-for-women-ngd-bgdk-s-81763,274279.6,298130.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2786,"Studded & Detailed 22KT Gold Pendant For Women
",https://www.bhimagold.com/products/studded-&-detailed-22kt-gold-pendant-for-women-ngo-chlc-p-s-83909,18105.6,19680.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2787,Traditionally Crafted And Diamond Studded 22KT Gold Close Setting Locket For Women,https://www.bhimagold.com/products/traditionally-crafted-and-diamond-studded-22kt-gold-close-setting-locket-for-women-ngd-chld-s-81739,81126.52,88181.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2788,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stdm18k-s-84322,86242.64,93742.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2789,Specially Crafted And Detailed Silver Sri Krishna Idol,https://www.bhimagold.com/products/specially-crafted-and-detailed-silver-sri-krishna-idol-sl-slvi-p-84397,10281.92,11176.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2790,Classic Finely Detailed And Crafted 22KT Gold Bangles For Women,https://www.bhimagold.com/products/classic-finely-detailed-and-crafted-22kt-gold-bangles-for-women-ngo-bgbb-p-79416,291876.44,317257.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2791,Traditionally Crafted And Diamond Studded 22KT Gold Close Setting Ring For Women,https://www.bhimagold.com/products/traditionally-crafted-and-diamond-studded-22kt-gold-close-setting-ring-for-women-ngd-rgdr-s-82617,95984.52,104331.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2792,Glamorously Detailed And Diamond Studded 18KT Rose Gold Ring For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-ring-for-women-ngd-rgdr18k-s-80350,45552.88,49514.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2793,Studded And Detailed 22KT Gold Studs For Women,https://www.bhimagold.com/products/studded-and-detailed-22kt-gold-studs-for-women-ngo-stst-p-s-83674,58551.56,63643.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2794,Adjustable And Crafted 22KT Gold Baby Bangles,https://www.bhimagold.com/products/adjustable-and-crafted-22kt-gold-baby-bangles-ngo-bgbl-p-p-77520,31723.44,34482.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2795,Studded & Detailed 22KT Gold Chandbali Earrings For Women,https://www.bhimagold.com/products/studded-&-detailed-22kt-gold-chandbali-earrings-for-women-ngo-stdr-ox-s-83276,160021.12,173936.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2796,Classic Finely Detailed And Crafted 22KT Gold Ring For Men,https://www.bhimagold.com/products/classic-finely-detailed-and-crafted-22kt-gold-ring-for-men-ngo-rgrg-p-p-77118,42890.4,46620.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2797,Finely Detailed And Crafted Silver Lakshmi Narayana Idol,https://www.bhimagold.com/products/finely-detailed-and-crafted-silver-lakshmi-narayana-idol-sl-slvi-p-84448,35580.08,38674.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2798,Classic Finely Detailed And Crafted 22KT Gold Ring For Men,https://www.bhimagold.com/products/classic-finely-detailed-and-crafted-22kt-gold-ring-for-men-ngo-rgrg-p-p-77065,45466.4,49420.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2799,Studded And Detailed 22KT Gold Studs For Women,https://www.bhimagold.com/products/studded-and-detailed-22kt-gold-studs-for-women-ngo-stst-p-s-77365,71888.8,78140.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2800,Studded And Detailed 22KT Gold Studs For Women,https://www.bhimagold.com/products/studded-and-detailed-22kt-gold-studs-for-women-ngo-stst-p-s-83556,48485.84,52702.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2801,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stdm18k-s-82522,49305.56,53593.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2802,Classic Finely Detailed And Crafted 22KT Gold Matty For Women,https://www.bhimagold.com/products/classic-finely-detailed-and-crafted-22kt-gold-matty-for-women-ngo-chmt-p-p-78359,72923.8,79265.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2803,Finely Detailed And Crafted Silver Lamp,https://www.bhimagold.com/products/finely-detailed-and-crafted-silver-lamp-sl-slla-p-84620,15705.32,17071.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2804,Enamel Worked And Detailed 22KT Gold Necklace For Women,https://www.bhimagold.com/products/enamel-worked-and-detailed-22kt-gold-necklace-for-women-ngo-chnc-p-82745,336996.0,366300.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2805,Traditionally Crafted And Diamond Studded 22KT Gold Close Setting Locket For Women,https://www.bhimagold.com/products/traditionally-crafted-and-diamond-studded-22kt-gold-close-setting-locket-for-women-ngd-chld-s-81931,98931.28,107534.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2806,Glamorously Detailed And Diamond Studded 18KT Rose Gold Ring For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-ring-for-women-ngd-rgdr18k-s-80424,38881.96,42263.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2807,Classic Finely Detailed And Crafted 22KT Gold Chain,https://www.bhimagold.com/products/classic-finely-detailed-and-crafted-22kt-gold-chain-ngo-chpl-p-p-82948,315393.48,342819.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2808,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stmn18k-s-83493,81845.96,88963.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2809,Traditionally Crafted And Detailed 22KT Gold Thali For Women,https://www.bhimagold.com/products/traditionally-crafted-and-detailed-22kt-gold-thali-for-women-ngo-chtl-p-s-81069,38665.76,42028.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2810,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stdm18k-s-83400,30252.36,32883.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2811,Classic Finely Detailed And Crafted 22KT Gold Studs For Women,https://www.bhimagold.com/products/classic-finely-detailed-and-crafted-22kt-gold-studs-for-women-ngo-stst-p-p-80156,51432.6,55905.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2812,Classic Finely Detailed And Crafted 22KT Gold Bangles For Women,https://www.bhimagold.com/products/classic-finely-detailed-and-crafted-22kt-gold-bangles-for-women-ngo-bgle-p-p-81225,135968.64,147792.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2813,Glamorously Detailed And Diamond Studded 18KT Rose Gold Ring For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-ring-for-women-ngd-rgdr18k-s-82437,58061.2,63110.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2814,Traditionally Crafted And Diamond Studded 22KT Gold Studs For Women,https://www.bhimagold.com/products/traditionally-crafted-and-diamond-studded-22kt-gold-studs-for-women-ngd-stdm-s-77977,277427.84,301552.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2815,Traditionally Crafted And Detailed 22KT Gold Haaram For Women,https://www.bhimagold.com/products/traditionally-crafted-and-detailed-22kt-gold-haaram-for-women-ngo-chfc-p-p-82103,338080.68,367479.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2816,Traditionally Crafted And Diamond Studded 22KT Gold Close Setting Locket For Women,https://www.bhimagold.com/products/traditionally-crafted-and-diamond-studded-22kt-gold-close-setting-locket-for-women-ngd-chld-s-78025,260081.24,282697.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2817,"Studded & Detailed 22KT Gold Pendant For Men
",https://www.bhimagold.com/products/studded-&-detailed-22kt-gold-pendant-for-men-ngo-chlc-ox-s-82387,49979.92,54326.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2818,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stmn18k-s-77875,129236.08,140474.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2819,Finely Detailed And Crafted Silver Pannerdani,https://www.bhimagold.com/products/finely-detailed-and-crafted-silver-pannerdani-sl-slpd-p-84424,39673.16,43123.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2820,Glamorously Detailed And Diamond Studded 18KT Rose Gold Tanmaniya For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-tanmaniya-for-women-ngd-chtm18k-s-80425,103261.72,112241.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2821,Black Beaded And Detailed 22KT Gold Mangalsutra For Women,https://www.bhimagold.com/products/black-beaded-and-detailed-22kt-gold-mangalsutra-for-women-ngo-chms-p-p-80850,78487.96,85313.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2822,Charmingly Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/charmingly-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stdm18k-s-82598,29658.04,32237.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2823,Classic Finely Detailed And Crafted 22KT Gold Chain,https://www.bhimagold.com/products/classic-finely-detailed-and-crafted-22kt-gold-chain-ngo-chmc-p-p-83776,183131.52,199056.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2824,Studded And Detailed 22KT Gold Studs For Women,https://www.bhimagold.com/products/studded-and-detailed-22kt-gold-studs-for-women-ngo-stst-p-s-81647,29667.24,32247.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2825,"Studded & Detailed 22KT Gold Bracelet For Women
",https://www.bhimagold.com/products/studded-&-detailed-22kt-gold-bracelet-for-women-ngo-bgbr-p-s-82646,107858.04,117237.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2826,Finely Detailed And Crafted 22KT Gold Locket For Men,https://www.bhimagold.com/products/finely-detailed-and-crafted-22kt-gold-locket-for-men-ngo-chlc-p-s-77568,37365.8,40615.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2827,Glamorously Detailed And Diamond Studded 18KT Rose Gold Kada For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-kada-for-women-ngd-bgdk18k-s-80471,100140.16,108848.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2828,Finely Detailed And Crafted Silver Balaji Idol,https://www.bhimagold.com/products/finely-detailed-and-crafted-silver-balaji-idol-sl-slvi-p-84690,9993.04,10862.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
2829,Glamorously Detailed And Diamond Studded 18KT Rose Gold Studs For Women,https://www.bhimagold.com/products/glamorously-detailed-and-diamond-studded-18kt-rose-gold-studs-for-women-ngd-stdm18k-s-77695,41348.48,44944.0,0.92,Cloudflare 403 - API fallback (gold est),,,,,,,,,,,,
